Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1136/11;3;rec;(S,bc);;;1711;Christi Himmelfahrt;Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/11;4;arioso;(1) DC;senza acc;;1711;Christi Himmelfahrt;Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/11;5;aria;(S,ob(2),(fg),bc);d;3(/8) (largo);1711;Christi Himmelfahrt;Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;;;;;;;;;;;;x;;;;;
1136/11;6;aria;(S,ob(2),(fg),str,bc);F;C (presto,alla minima);1711;Christi Himmelfahrt;Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1136/21;1;coro;(SATB,clar(2),timp(2),str,bc);D;C+3 (allegro);1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;x;x;;;;
1136/21;2;rec;(S,bc);;;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/21;3;aria;(S,vl unis,bc);G;3;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1136/21;4;rec;(B,bc);;;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/21;5;aria;(B,vl unis,bc);a;C (largo);1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1136/21;6;rec;(T,bc);;;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/21;7;choral;(SATB,clar(2),timp(2),str,bc);D;3;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;x;;;;;
1136/21;8;coro;(1);D;C;1721;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/22;1;coro;(SSATB,ob(2),fg,str,bc);G;3/8 (vivace);1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1136/22;2;rec;(S,bc);;;1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/22;3;aria;(S,ob,str,bc);C;3;1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1136/22;4;rec;(B,bc);;;1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/22;5;aria;(B,(ob(2)),str,bc);d;3 (largo);1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1136/22;6;rec;(B,bc);;;1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/22;7;choral;(SATB,ob(2),fg,str,bc);G;C;1722;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1136/23;1;coro;(SATB,str,bc);B;C+C(4/2) (/+adagio+allabreve);1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/23;2;aria;(B,str,bc);g;C (spirituoso);1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/23;3;rec;(B,bc);;;1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/23;4;aria;(2);D;C;1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/23;5;rec;(B,bc);;;1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/23;6;aria;(A,str,bc);G;C (largo);1723;Christi Himmelfahrt;Ostern;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/23;7;rec;(T,bc);;;1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/23;8;choral;(SATB,str,bc);g;3 (vivace);1723;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/25;1;coro;(SSATB,clar(2),timp(2),str,bc);D;C;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;;x;;;;
1136/25;2;rec;(T,bc);;;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/25;3;aria;(T,str,bc);F;C;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/25;4;rec;(S,bc);;;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/25;5;aria;(S,vl unis,vla,bc);G;C;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1136/25;6;rec;(S,bc);;;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/25;7;choral;(SATB,clar(2),timp(2),str,bc);D;3;1725;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;x;;;;;
1136/28;1;acc;(T,str,bc);;;1728;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1136/28;2;rec;(B,bc);;;1728;Christi Himmelfahrt;Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/28;3;aria;+rec (B,str,bc);G;3+C (largo);1728;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;;;;;;;;x;x;;;;
1136/28;4;rec;(T,bc);;;1728;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/28;5;aria;(AT,str,bc);F;12/8;1728;Christi Himmelfahrt;Ostern;1720;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1136/28;6;rec;(A,bc);;;1728;Christi Himmelfahrt;Ostern;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/28;7;choral;(SATB,str,bc);G;C;1728;Christi Himmelfahrt;Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/32;1;coro;(SATB,str,bc);G;3;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/32;2;rec;(S,bc);;;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/32;3;aria;(S,str,bc);B;3;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/32;4;choral;(SATB,str,bc);g;C;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/32;5;rec;(B,bc);;;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/32;6;aria;(B,vl unis,vla,bc);F;3 (vivace);1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1136/32;7;rec;(T,bc);;;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/32;8;choral;(4);D;C;1732;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/33;1;coro;(SATB,str,bc);G;C (vivace);1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/33;2;rec;(B,bc);;;1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/33;3;aria;(B,fl,str,bc);D;12/8;1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;;;;x;
1136/33;4;rec;(T,bc);;;1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/33;5;dictum;,acc (T,str,bc);;;1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1136/33;6;aria;(S,vl unis,vla,bc);e;2/4 (vivace);1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;x;;;;;;
1136/33;7;choral;(SATB,str,bc);G;3 (vivace);1733;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/34;1;coro;(SATB,clar(2),timp(2),str,bc);D;2/4;1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;x;;;;;;
1136/34;2;rec;(B,bc);;;1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/34;3;aria;(B,str,bc);G;6/4 (tempo giusto);1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1136/34;4;rec;(S,bc);;;1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/34;5;aria;(S,vl unis,vla,bc);A;C (vivace);1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1136/34;6;choral;(SATB,clar(2),timp(2),str,bc);d;12/8 (vivace);1734;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;;;;;x;
1136/35;1;choral;(SATB,fl(2),str,bc);G;3/2;1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;x;;;;;
1136/35;2;aria;(ST,fl(2),str,bc);D;3 (vivace);1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;x;;;;;
1136/35;3;rec;(S,bc);;;1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/35;4;aria;(SB,ob,str,bc);e;6/4;1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;;x;;;
1136/35;5;rec;(B,bc);;;1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/35;6;choral;(1);D;C;1735;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/37;1;acc;(T,str,bc) (vivace);;;1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1136/37;2;rec;(S,bc);;;1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/37;3;aria;+rec (S,str,bc);G;6/4+C (sostentato);1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;;;;;;;;;;x;;;
1136/37;4;rec;(B,bc);;;1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/37;5;aria;(B,str,bc);e;C (vivace);1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/37;6;choral;(SATB,str,bc);C;6/4 (vivace);1737;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1136/39;1;coro;(SATB,str,bc);D;3;1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/39;2;rec;(T,bc);;;1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/39;3;aria;(T,str,bc);G;3;1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/39;4;rec;(B,bc);;;1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/39;5;aria;(B,str,bc);a;C (largo);1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/39;6;rec;(A,bc);;;1739;Christi Himmelfahrt;Ostern;1730;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/39;7;choral;(SATB,str,bc);d;3/2;1739;Christi Himmelfahrt;Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/40;1;coro;(SATB,ob(2),hn(2),timp(4),str,bc);G;3;1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;x;;;;;
1136/40;2;rec;(B,bc);;;1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/40;3;aria;(B,vl unis,vla,bc);e;3 (allegro);1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1136/40;4;rec;(S,bc);;;1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/40;5;aria;(S,ob(2),str,bc);C;3;1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1136/40;6;rec;(A,bc);;;1740;Christi Himmelfahrt;Ostern;1740;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/40;7;choral;(SATB,ob(2),hn(2),timp(4),str,bc);G;C;1740;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;;x;;;;
1136/41;1;coro;(SATB,ob(2),hn(2),timp(4),str,bc);F;3;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;x;;;;;
1136/41;2;rec;(B,bc);;;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/41;3;aria;(B,vl unis,vla,bc);h;C;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1136/41;4;rec;(S,bc);;;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/41;5;aria;(S,vl unis,vla,bc);D;3/8;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1136/41;6;rec;(T,bc);;;1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/41;7;choral;(SATB,ob(2),hn(2),timp(4),str,bc);F;C (presto);1741;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;x;;;;x;x;;;;;;;;;;;x;;;;
1136/42;1;acc;(B,str,bc);;;1742;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1136/42;2;aria;(B,str,bc);G;3/8;1742;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/42;3;rec;(T,bc);;;1742;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/42;4;aria;(T,str,bc);C;12/8;1742;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1136/42;5;choral;(STB,str,bc);G;6/8;1742;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1136/43;1;acc;(T,str,bc);;;1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1136/43;2;aria;(TB,vl unis,vla,bc);G;3 (vivace);1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1136/43;3;choral;(SATB,str,bc);e;C;1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/43;4;rec;(S,bc);;;1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/43;5;aria;(S,vl unis,vla,bc);B;C (largo);1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1136/43;6;rec;(B,bc);;;1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/43;7;choral;(3);D;C;1743;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/45;1;dictum;+acc (B,clar,str,bc);D;3+C (vivace);1745;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;;;;;;;;;;;x;x;;;;
1136/45;2;aria;(B,clar,vl unis,vla,bc);D;C (allegro);1745;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;x;;;;;x;;;;
1136/45;3;rec;(T,bc);;;1745;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/45;4;coro;(ATB,clar,str,bc);h;C;1745;Christi Himmelfahrt;Ostern;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/45;5;aria;(T,vl unis,vla,bc);G;3;1745;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
