Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1171/19;6;rec;(B,bc);;;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/19;7;aria;(SB,str,bc);e;12/8 (largo);1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1171/19;8;choral;(SATB,str,bc);C;6/4;1719;Mariae Heimsuchung (2.7.);Marienfeste;1710;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1171/21;1;choral;(ST,str,bc);B;3;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/21;2;aria;(S,vl unis,bc);F;C;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1171/21;3;rec;(S,bc);;;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/21;4;aria;(T,vl unis,bc);B;3;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1171/21;5;rec;(T,bc);;;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/21;6;choral;(1);D;C;1721;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1171/22;1;coro;(SSATB,str,bc);B;C;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/22;2;rec;(S,bc);;;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/22;3;aria;(S+A,str,bc);F;C+3;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1171/22;4;rec;(S,bc);;;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/22;5;aria;(S,vl unis,bc);C;3 (vivace);1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1171/22;6;rec;(B,bc);;;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/22;7;aria;(B,ob(2),vl unis,vla,bc);G;C (largo+andante);1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;x;;;x;;;;;x;;;;
1171/22;8;rec;(T,bc);;;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/22;9;choral;(SATB,ob(2),fg,str,bc);B;3;1722;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1171/25;1;coro;(SSATB,str,bc);B;3 (spirituoso);1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/25;2;rec;(S,bc);;;1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/25;3;aria;(S,str,bc);F;3 (vivace);1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/25;4;rec;(B,bc);;;1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/25;5;aria;(TB,str,bc);G;3;1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/25;6;rec;(T,bc);;;1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/25;7;choral;(SATB,str,bc);B;3 (vivace);1725;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/27;1;choral;(ATB,str,bc);G;3(9/8);1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;x;;
1171/27;2;rec;(T,bc);;;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/27;3;aria;(AT,str,bc);D;C;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/27;4;rec;(B,bc);;;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/27;5;aria;(B,vl unis,vla,bc);B;3;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/27;6;rec;(T,bc);;;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/27;7;choral;(1);D;C;1727;Mariae Heimsuchung (2.7.);Marienfeste;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1171/31;1;coro;(SATB,str,bc);g;C;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/31;2;rec;(T,bc);;;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/31;3;aria;(T,vl unis,vla,bc);F;12/8;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;;;x;
1171/31;4;rec;(S,bc);;;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/31;5;aria;(SB,str,bc);G;C (vivace);1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/31;6;rec;(T,bc);;;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/31;7;choral;(SATB,str,bc);g;C;1731;Mariae Heimsuchung (2.7.);Marienfeste;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/40;1;coro;(SATB,ob(2),clar(2),timp(3),str,bc);D;C;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;x;;;;x;x;;;;;;;;;;;x;;;;
1171/40;2;rec;(B,bc);;;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/40;3;aria;(B,str,bc);G;C;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/40;4;choral;(SATB,ob(2),clar(2),timp(3),str,bc);D;6/8;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;x;;;;x;x;;;;;;;;;;;;x;;;
1171/40;5;rec;(S,bc);;;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/40;6;aria;(S,fl,str,bc);h;C;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;x;;;;
1171/40;7;rec;(T,bc);;;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/40;8;choral;(4);D;C;1740;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1171/42;1;choral;(SATB,clar,str,bc);D;C (allegro);1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/42;2;rec;(B,bc);;;1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/42;3;aria;(B,clar,vl unis,vla,bc);D;3 (vivace);1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/42;4;rec;(S,bc);;;1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/42;5;aria;(S,str,bc);G;12/8;1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1171/42;6;choral;(1);D;C;1742;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1171/43;1;coro;(SATB,str,bc);g;C;1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/43;2;rec;(S,bc);;;1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/43;3;aria;(S,vl unis,vla,bc);a;3;1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/43;4;rec;(B,bc);;;1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/43;5;aria;(B,vl unis,vla,bc);B;3 (vivace);1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/43;6;choral;(SATB,str,bc);g;C;1743;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/44;1;coro;(SATB,hn(2),timp(4),str,bc);G;C (allegro+adagio);1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1171/44;2;rec;(S,bc);;;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/44;3;aria;(S,vl unis,vla,bc);F;3;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/44;4;rec;(B,bc);;;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/44;5;aria;(B,vl unis,vla,bc);D;12/8;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;;;x;
1171/44;6;rec;(T,bc);;;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/44;7;choral;(SATB,fl,fg,hn(2),timp(4),str,bc);g;6/4;1744;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;x;;;;;x;x;;;;;;;;;;;;x;;;
1171/45;1;coro;(ATB,str,bc);g;3;1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/45;2;rec;(B,bc);;;1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/45;3;aria;(B,vl unis,vla,bc);F;3 (allegro);1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/45;4;rec;(T,bc);;;1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/45;5;choral;(ATB,str,bc);g;6/4;1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1171/45;6;aria;(T,str,bc);B;C (allegro);1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/45;7;choral;(5);D;C;1745;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1171/46;1;coro;(ATB,hn(2),timp(4),str,bc);G;C;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1171/46;2;rec;(B,bc);;;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/46;3;aria;(B,str,bc);D;C;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/46;4;choral;(ATB,hn(2),timp(4),str,bc);G;C (presto);1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1171/46;5;aria;(T,str,bc);C;3;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/46;6;acc;(B,str,bc);;;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1171/46;7;coro;(ATB,hn(2),timp(4),str,bc);G;C;1746;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1171/47;1;coro;(SATB,str,bc);B;C (allegro+adagio);1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/47;2;rec;(B,bc);;;1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/47;3;aria;(B,vl unis,vla,bc);G;3;1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1171/47;4;rec;(S,bc);;;1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/47;5;aria;(S,vl unis,vla,bc);C;2/4 (allegro);1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;x;;;;;;
1171/47;6;rec;(T,bc);;;1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/47;7;choral;(SATB,str,bc);B;3;1747;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1171/48;1;coro;(SATB,hn(2),str,bc);G;C (allegro);1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;;;x;;;;
1171/48;2;rec;(B,bc);;;1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/48;3;aria;(B,fg(2),str,bc);F;C;1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/48;4;rec;(S,bc);;;1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/48;5;aria;(S,hn(2),str,bc);G;3;1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;;x;;;;;
1171/48;6;rec;(T,bc);;;1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/48;7;choral;(SATB,hn(2),str,bc);g;3 (largo);1748;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;;;;;;;;x;;;;;
1171/49;1;acc;(T,str,bc);;;1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1171/49;2;rec;(B,bc);;;1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/49;3;aria;(B,str,bc);C;C (vivace);1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1171/49;4;rec;(S,bc);;;1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/49;5;aria;(S,vl unis,vla,bc);G;C (molto allegro);1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1171/49;6;rec;(T,bc);;;1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171/49;7;choral;(SATB,str,bc);e;C (largo);1749;Mariae Heimsuchung (2.7.);Marienfeste;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1172/22;1;coro;(SATB,clar(2),timp(2),str,bc);C;C+3;1722;Lateinische Werke;other;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;x;x;;;;
1172/22;2;aria;(S,ob(2),vl unis,bc);a;3 (largo);1722;Lateinische Werke;other;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;
1172/22;3;coro;(SATB,clar(2),timp(2),str,bc);C;C;1722;Lateinische Werke;other;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;;x;;;;
1172/22;4;aria;(T,str,bc);G;C;1722;Lateinische Werke;other;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1172/22;5;aria;(S,ob,str,bc);e;3;1722;Lateinische Werke;other;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1172/22;6;coro;(SATB,clar(2),timp(2),str,bc);C;3/8;1722;Lateinische Werke;other;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;x;;;;;;;;;;x;;;;;
